pattern,chord,songs,frequency
"('Gmaj', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj')",| Gmaj Amin . . | | Cmaj . . Dmaj | | Fmaj . . . | | Fmaj . Gmaj . |,1,1
"('Gmaj', 'Gmaj', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj')",| Gmaj . Amin . | | Cmaj . . Dmaj | | Fmaj . . . | | Fmaj . . Cmaj |,1,2
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj')",| Cmaj . . . | | Gmaj . . . | | Gmaj Amaj . . | | Amaj . . Gmaj |,1,2
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amin', 'Amin', 'Amin', 'Gmaj')",| Cmaj . . . | | Gmaj . . . | | Dmaj . . . | | Amin . . Gmaj |,1,4
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Fmaj . . . | | Fmaj Cmaj . Dmaj | | Dmaj . . . | | Dmaj . . . |,1,1
"('Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin')",| Cmaj . Dmaj . | | Dmaj . Amin . | | Cmaj . Gmaj . | | Gmaj Amin . . |,1,2
"('Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj')",| Gmaj Amaj . . | | Amaj . . . | | Amaj . . . | | Amaj . Gmaj . |,1,4
"('Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj')",| Cmaj . Dmaj . | | Dmaj Amaj . . | | Cmaj . . Gmaj | | Gmaj Amaj . . |,1,2
"('Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Gmaj Amaj . . | | Amaj . . . | | Amaj . . . | | Amaj . . . |,1,3
"('Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Dmaj . . Amaj | | Amaj . . Gmaj | | Gmaj . Amaj . | | Amaj . . . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Amaj . . . | | Amaj . . . | | Amaj . . . | | Amaj Dmaj . . |,1,2
"('Amaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Amaj Dmaj . . | | Dmaj Amaj . . | | Amaj . . . | | Amaj . . . |,1,1
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj')",| Cmaj . . . | | Cmaj . . . | | Cmaj . . Dmaj | | Dmaj . Cmaj . |,1,6
"('Cmaj', 'Cmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Cmaj . Amaj . | | Amaj . Cmaj . | | Cmaj . . . | | Cmaj . . . |,1,2
"('Cmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Cmaj Amin . . | | Amin . . . | | Amin . . . | | Amin . . . |,1,6
"('Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj')",| Amin . . . | | Cmaj . . Dmaj | | Dmaj Amaj . . | | Cmaj . . Gmaj |,1,3
"('Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Amin . . Gmaj | | Gmaj Amin . . | | Gmaj . . . | | Dmaj . . . |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Dmin', 'Dmin', 'Dmin', 'Dmin')",| Amin . . . | | Fmaj . . . | | Fmaj . . Cmaj | | Dmin . . . |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj')",| Amin . . . | | Amin . Gmaj . | | Amaj . . . | | Amaj . Gmaj . |,1,1
"('Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj')",| Bmaj . . . | | Bmaj . . . | | Bmaj . . . | | Bmaj . . . |,1,1
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj')",| Cmaj . . . | | Cmaj . Gmaj . | | Amaj . . . | | Amaj . Gmaj . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Cmaj')",| Amaj . . . | | Amaj . Gmaj . | | Amaj . . . | | Amaj . Gmaj Cmaj |,1,2
"('Emaj', 'Emaj', 'Emaj', 'Emaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amin', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Emaj . . . | | Amaj . . . | | Amaj Amin Gmaj . | | Amaj . . . |,1,2
"('Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Emaj', 'Emaj', 'Emaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Cmaj . Dmaj . | | Emaj . . Amin | | Amin . . . | | Fmaj . . . |,1,1
"('Dmaj', 'Dmaj', 'Dmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Amin')",| Dmaj . . Amin | | Amin . . . | | Amin . . . | | Fmaj . . Amin |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Amin . . . | | Amin . . . | | Gmaj . . Amaj | | Amaj . . . |,1,1
"('Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj')",| Amin . Fmaj . | | Fmaj Amin . . | | Amin Gmaj . . | | Gmaj . Amaj . |,1,1
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj')",| Fmaj . . . | | Fmaj . . Gmaj | | Gmaj Emaj . . | | Emaj . . . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj')",| Amaj . . . | | Amaj . . Dmaj | | Dmaj Amaj . . | | Amaj . Dmaj . |,1,4
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Amaj . . . | | Amaj . . Dmaj | | Dmaj . . . | | Dmaj . . . |,1,7
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Dmaj . . . | | Dmaj . . Amaj | | Amaj . . . | | Amaj . . . |,1,4
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj')",| Dmaj . . . | | Dmaj . . . | | Emaj . . . | | Emaj . . . |,1,2
"('Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Emaj . . . | | Emaj . . Amaj | | Amaj . . . | | Gmaj . . . |,1,2
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Dmaj . . . | | Cmaj . Gmaj . | | Amaj . . . | | Gmaj . . . |,1,5
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Dmaj . . . | | Cmaj . Dmaj . | | Amaj . . . | | Gmaj . . . |,1,3
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Cmaj . . . | | Fmaj . . . | | Fmaj . . Cmaj | | Dmaj . . . |,1,1
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Cmaj . . . | | Cmaj . . . | | Cmaj Dmaj . . | | Dmaj . . . |,1,4
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Dmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Bbmaj', 'Fmaj')",| Fmaj . . . | | Fmaj . . . | | Dmaj Cmaj Fmaj Cmaj | | Gmaj . Bbmaj Fmaj |,1,3
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Dmin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Amin . . . | | Amin Dmin . . | | Amin . . . | | Amin . . . |,1,3
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'F#min', 'Dmaj', 'Dmaj', 'Dmin', 'Dmin', 'Dmin', 'Dmin', 'Dmin', 'Emaj', 'Emaj')",| Amaj . . . | | Amaj . F#min Dmaj | | Dmaj Dmin . . | | Dmin . Emaj . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin')",| Amaj . . . | | Cmaj Dmaj . Amaj | | Amaj . . . | | Cmaj . Amin . |,1,2
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Dmaj', 'Dmaj', 'Amin')",| Amin . . . | | Amin . . . | | Amin . . . | | Cmaj Dmaj . Amin |,1,1
"('Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj')",| Amaj . Cmaj . | | Fmaj . . . | | Cmaj . . . | | Gmaj . . . |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmin', 'Dmin', 'Dmin', 'Dmin')",| Amin . . . | | Fmaj . . . | | Cmaj . . . | | Dmin . . . |,1,2
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin', 'Amin')",| Fmaj . . . | | Cmaj . . . | | Gmaj . . . | | Gmaj Amin . . |,1,1
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj')",| Dmaj . . . | | Dmaj . . . | | Cmaj . Amin . | | Amin . . Gmaj |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Dmin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Emaj')",| Amin . . . | | Amin Dmin . . | | Cmaj . . . | | Cmaj . . Emaj |,1,3
"('Gmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Gmaj', 'Gmaj')",| Gmaj Dmaj . . | | Dmaj . . Amaj | | Amaj . . . | | Dmaj . Gmaj . |,1,3
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmin', 'Dmin', 'Dmin', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Emaj', 'Emaj')",| Amin . . . | | Amin Dmin . . | | Amin . . . | | Cmaj . Emaj . |,1,1
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Dmin', 'Dmin', 'Dmin', 'Dmin', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Fmaj . . . | | Fmaj . . . | | Dmin . . . | | Dmaj . . . |,1,1
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Emaj', 'Emaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Cmaj . . . | | Cmaj . Emaj . | | Fmaj . . . | | Fmaj . . . |,1,1
"('Amaj', 'Amaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Amaj . Amin . | | Amin . . . | | Fmaj . . . | | Fmaj . . . |,1,2
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj')",| Cmaj . . . | | Cmaj . . . | | Emaj . . . | | Emaj . . . |,1,6
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Amin . . . | | Amin . . . | | Amin Fmaj . . | | Fmaj . . . |,1,4
"('Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Gmin', 'Gmin', 'Gmin', 'Fmaj', 'Gmin', 'Gmin', 'Gmin', 'Fmaj')",| Gmaj . . . | | Gmaj . . . | | Gmin . . Fmaj | | Gmin . . Fmaj |,1,2
"('Gmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj')",| Gmaj Dmaj . . | | Dmaj . Amaj . | | Amaj . . . | | Amaj . . . |,1,2
"('Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj')",| Dmaj Amaj . . | | Amin . Gmaj . | | Dmaj . Amaj . | | Amaj . Gmaj . |,1,2
"('Cmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Cmaj Gmaj . . | | Amaj . . . | | Amaj . . . | | Cmaj . . . |,1,2
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Dmaj', 'Gmaj', 'Gmaj', 'Amaj', 'Amaj', 'Amaj', 'Amin', 'Amin', 'Cmaj')",| Cmaj . . . | | Gmaj . Dmaj . | | Gmaj . Amaj . | | Amaj Amin . Cmaj |,1,1
"('Cmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin')",| Cmaj . . Dmaj | | Dmaj . Cmaj . | | Cmaj . Amin . | | Amin . . . |,1,1
"('Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Cmaj')",| Amin . Cmaj . | | Cmaj . . Fmaj | | Fmaj . . . | | Fmaj . . Cmaj |,1,1
"('Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj')",| Dmaj . . . | | Dmaj . . . | | Dmaj . . . | | Dmaj . Cmaj . |,1,1
"('Cmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Cmaj Gmaj . Cmaj | | Cmaj Dmaj . . | | Gmaj . . Cmaj | | Cmaj Dmaj . . |,1,4
"('Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Emin', 'Emin', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Amaj', 'Amaj')",| Cmaj . Dmaj . | | Emin . Fmaj . | | Fmaj . Amaj . | | Cmaj . Amaj . |,1,1
"('Cmaj', 'Cmaj', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Cmaj . Amin . | | Cmaj . . . | | Cmaj . Amaj . | | Cmaj . . . |,1,1
"('Cmaj', 'Gmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Gmaj', 'Gmaj', 'Dmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj')",| Cmaj Gmaj Dmaj . | | Dmaj Gmaj . Dmaj | | Amin . . . | | Cmaj . Dmaj . |,1,1
"('Dmaj', 'Cmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Amaj')",| Dmaj Cmaj Gmaj . | | Cmaj . Dmaj . | | Dmaj Fmaj . . | | Fmaj . . Amaj |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Gmaj', 'Gmaj')",| Amaj . . . | | Amaj . . . | | Amaj . . . | | Dmaj . Gmaj . |,1,1
"('Cmaj', 'Cmaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Amaj', 'Amaj', 'Cmaj', 'Cmaj', 'Amin', 'Amin', 'Amin', 'Amin', 'Gmaj', 'Gmaj')",| Cmaj . Amaj . | | Cmaj . Amaj . | | Cmaj . Amin . | | Amin . Gmaj . |,1,1
"('Dmaj', 'Dmaj', 'Fmaj', 'Fmaj', 'Emaj', 'Emaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Bmin', 'Bmin', 'Emaj', 'Emaj')",| Dmaj . Fmaj . | | Emaj . Amaj . | | Dmaj . Cmaj . | | Bmin . Emaj . |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'F#min', 'F#min', 'Fmaj', 'Fmaj', 'Emin', 'Emin', 'Amaj', 'Amaj', 'Dmin', 'Dmin', 'Amin', 'Amin')",| Amin . . . | | F#min . Fmaj . | | Emin . Amaj . | | Dmin . Amin . |,1,1
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj', 'Amin', 'Cmaj')",| Fmaj . . . | | Dmaj . . . | | Amaj . Dmaj . | | Amaj . Amin Cmaj |,1,1
"('Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Emaj', 'Emaj', 'Fmaj', 'Fmaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj')",| Fmaj . . . | | Dmaj . . . | | Emaj . Fmaj . | | Emaj . . . |,1,1
"('Amin', 'Amin', 'Amin', 'Amin', 'Dmaj', 'Dmaj', 'Fmaj', 'Fmaj', 'Emaj', 'Emaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj')",| Amin . . . | | Dmaj . Fmaj . | | Emaj . Amaj . | | Dmaj . Cmaj . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Dmaj', 'Dmaj', 'Amaj', 'Amaj')",| Amaj . . . | | Amaj . . . | | Amaj . . . | | Dmaj . Amaj . |,1,7
"('Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Amin', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj', 'Dmaj')",| Amin . . . | | Amin . . . | | Amin . . Dmaj | | Dmaj . . . |,1,2
"('Gmaj', 'Gmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Amin', 'Amin', 'Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Gmaj', 'Gmaj', 'Amin', 'Amin')",| Gmaj . Cmaj . | | Fmaj . Amin . | | Gmaj . Fmaj . | | Gmaj . Amin . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'Amaj', 'A#maj', 'A#maj', 'A#maj', 'A#maj')",| Amaj . . . | | Amaj . . . | | Amaj . . . | | A#maj . . . |,1,1
"('Gmaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Fmaj', 'Dmin', 'Dmin', 'Dmin', 'Dmin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj')",| Gmaj . . . | | Fmaj . . . | | Dmin . . . | | Cmaj . . . |,1,5
"('Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Dmin', 'Dmin', 'Dmin', 'Dmin', 'Cmaj', 'Cmaj', 'Cmaj', 'Cmaj', 'Fmaj', 'Fmaj', 'Fmaj')",| Cmaj . . . | | Cmaj Dmin . . | | Dmin Cmaj . . | | Cmaj Fmaj . . |,1,1
"('Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Dmaj', 'Dmaj', 'Cmaj', 'Cmaj', 'Amaj', 'Amaj', 'Amaj', 'Gmaj', 'Gmaj', 'Gmaj', 'Cmaj', 'Cmaj')",| Amaj . . Gmaj | | Dmaj . Cmaj . | | Amaj . . Gmaj | | Gmaj . Cmaj . |,1,1
"('Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Emaj', 'Dmaj', 'Dmaj', 'Emaj', 'Emaj', 'Emaj', 'Dmaj', 'Bmaj', 'Bmaj', 'Bmaj', 'Bmaj')",| Emaj . . . | | Emaj . Dmaj . | | Emaj . . Dmaj | | Bmaj . . . |,1,2
